ident,type,description,mhz
KMGE,ATIS,ATIS,26.950
KMGE,GND,GND,125.300
KMGE,MISC,NAVY OPS,34.020
KMGE,OPS,ARNG OPS,47.000
KMGE,PMSV,PMSV METRO,27.475
KMGE,POST,94AW COMD POST,37.952
KMGE,PTD,PTD,139.300
KMGE,TWR,TWR,120.750
KMGJ,A/D,NEW YORK APP/DEP,132.750
KMGJ,ASOS,ASOS,119.275
KMGJ,CLD,CLNC DEL,123.850
KMGJ,RDO,NEW YORK RDO,116.100
KMGJ,UNIC,CTAF/UNICOM,122.725
KMGM,A/D,APP/DEP,118.850
KMGM,ATIS,ATIS,120.675
KMGM,CLD,CLNC DEL,118.300
KMGM,CTAF,CTAF,119.700
KMGM,GND,GND,121.700
KMGM,MISC,ARNG OPS,38.200
KMGM,OPS,ANG OPS,27.680
KMGM,RDO,ANNISTON RDO,122.200
KMGM,SFA,SFA,122.850
KMGM,TWR,TWR,119.700
KMGM,UNIC,UNICOM,122.950
KMGN,AWOS,AWOS 3,119.925
KMGN,CNTR,MINNEAPOLIS CNTR,134.600
KMGN,UNIC,CTAF/UNICOM,122.800
KMGR,A/D,VALDOSTA APP/DEP,119.525
KMGR,AWOS,AWOS 3,118.925
KMGR,RDO,MACON RDO,108.800
KMGR,UNIC,CTAF/UNICOM,122.800
KMGW,A/D,CLARKSBURG APP/DEP,121.150
KMGW,ASOS,ASOS,120.675
KMGW,CTAF,CTAF,125.100
KMGW,GND,GND,121.700
KMGW,RDO,ELKINS RDO,122.600
KMGW,TWR,TWR,125.100
KMGW,UNIC,UNICOM,122.950
KMGY,APP,APP,118.850
KMGY,ASOS,ASOS,118.375
KMGY,CLD,CLNC DEL,119.400
KMGY,DEP,DEP,126.500
KMGY,UNIC,CTAF/UNICOM,122.800
KMHE,ASOS,ASOS,124.175
KMHE,RDO,HURON RDO,122.300
KMHE,UNIC,CTAF/UNICOM,122.800
KMHK,A/D,KANSAS CITY CNTR,127.350
KMHK,ASOS,ASOS,119.075
KMHK,CTAF,CTAF,118.550
KMHK,GND,GND,121.850
KMHK,RDO,WICHITA RDO,122.650
KMHK,TWR,TWR,118.550
KMHL,APP,WHITEMAN APP,127.450
KMHL,AWOS,AWOS 3,118.675
KMHL,DEP,WHITEMAN DEP,125.925
KMHL,UNIC,CTAF/UNICOM,122.800
KMHP,CNTR,JACKSONVILLE CNTR,132.500
KMHP,UNIC,CTAF/UNICOM,123.000
KMHR,A/D,NORCAL APP/DEP,127.400
KMHR,ATIS,ATIS,118.325
KMHR,CLD,CLNC DEL,121.850
KMHR,GND,GND,121.850
KMHR,OPS,SPARTAN OPS,34.100
KMHR,TWR,TWR,120.650
KMHR,UNIC,UNICOM,123.075
KMHT,A/D,Boston Approach/Departure (Below 4000'),124.900
KMHT,A/D,Boston Approach/Departure (4000'-10000'),134.750
KMHT,ASOS,ASOS,119.550
KMHT,ATIS,ATIS,119.550
KMHT,CLD,CLNC DEL,135.900
KMHT,GND,GND,121.900
KMHT,RDO,BANGOR RDO,114.400
KMHT,TWR,TWR,121.300
KMHT,UNIC,UNICOM,122.950
KMHV,A/D,JOSHUA APP/DEP,133.650
KMHV,CTAF,CTAF,127.600
KMHV,GND,GND,123.900
KMHV,TWR,TWR,127.600
KMIA,APP,APP,120.500
KMIA,ATIS,ATIS,119.150
KMIA,CLD,CLNC DEL,120.350
KMIA,DEP,DEP,119.450
KMIA,GND,GND,121.800
KMIA,TWR,TWR,118.300
KMIA,UNIC,UNICOM,123.000
KMIB,APP,APP,119.600
KMIB,ATIS,ATIS,27.880
KMIB,CLD,CLNC DEL,32.620
KMIB,DEP,DEP,119.600
KMIB,GND,GND,134.000
KMIB,PMSV,PMSV METRO,34.250
KMIB,POST,COMD POST,32.100
KMIB,PTD,PTD,37.220
KMIB,TWR,TWR,120.650
KMIC,A/D,MINNEAPOLIS APP/DEP,126.500
KMIC,ATIS,ATIS,124.475
KMIC,CLD,CLNC DEL,121.600
KMIC,CTAF,CTAF,120.700
KMIC,GND,GND,121.600
KMIC,TWR,TWR,120.700
KMIC,UNIC,UNICOM,122.950
KMIE,ASOS,ASOS,114.400
KMIE,ATIS,ATIS,133.250
KMIE,CNTR,INDIANAPOLIS CNTR,120.650
KMIE,CTAF,CTAF,120.100
KMIE,GND,MUNCIE GND,121.900
KMIE,RDO,TERRE HAUTE RDO,114.400
KMIE,TWR,MUNCIE TWR,120.100
KMIE,UNIC,UNICOM,122.950
KMIO,CNTR,KANSAS CITY CNTR,132.900
KMIO,RDO,MC ALESTER RDO,117.600
KMIO,UNIC,CTAF/UNICOM,122.800
KMIT,A/D,BAKERSFIELD APP/DEP,126.450
KMIT,CTAF,CTAF,122.900
KMIV,A/D,APP/DEP,124.600
KMIV,ASOS,ASOS,119.600
KMIV,CTAF,CTAF,123.650
KMIV,RDO,RDO,123.650
KMIV,UNIC,UNICOM,123.000
KMIW,A/D,WATERLOO APP/DEP,120.900
KMIW,ASOS,ASOS,128.325
KMIW,CLD,WATERLOO CLNC DEL,120.900
KMIW,UNIC,CTAF/UNICOM,122.800
KMJD,A/D,GULFPORT,124.600
KMJD,AWOS,AWOS 3,119.075
KMJD,UNIC,CTAF/UNICOM,122.800
KMJQ,AWOS,AWOS 3,35.300
KMJQ,CNTR,MINNEAPOLIS CNTR,127.750
KMJQ,UNIC,CTAF/UNICOM,122.800
KMJX,A/D,MC GUIRE APP/DEP,124.150
KMJX,AWOS,AWOS 3,119.875
KMJX,CTAF,CTAF,122.700
KMJX,RDO,MILLVILLE RDO,113.400
KMKA,CNTR,MINNEAPOLIS CNTR,125.100
KMKA,CTAF,CTAF,122.900
KMKC,A/D,APP/DEP,119.000
KMKC,ATIS,ATIS,120.750
KMKC,CLD,CLNC DEL,121.900
KMKC,GND,GND,121.900
KMKC,RDO,COLUMBIA RDO,122.600
KMKC,TWR,DOWNTOWN TWR,133.300
KMKC,UNIC,UNICOM,122.950
KMKE,APP,MILWAUKEE APP,118.000
KMKE,ATIS,ATIS,126.400
KMKE,AWOS,AWOS,148.350
KMKE,CLD,MILWAUKEE CLNC DEL,120.800
KMKE,DEP,MILWAUKEE DEP,119.650
KMKE,GND,MILWAUKEE GND,121.800
KMKE,MISC,128ARW ANG COMD POST,32.100
KMKE,OPS,440 BASE OPS,31.420
KMKE,POST,440 AW COMD POST,37.610
KMKE,PTD,PTD,37.610
KMKE,RDO,GREEN BAY RDO,122.400
KMKE,TWR,MILWAUKEE TWR,119.100
KMKE,UNIC,UNICOM,122.950
KMKG,A/D,APP/DEP,118.200
KMKG,ATIS,ATIS,124.300
KMKG,CTAF,CTAF,126.250
KMKG,GND,GND,121.600
KMKG,RDO,LANSING RDO,122.500
KMKG,TWR,TWR,126.250
KMKG,UNIC,UNICOM,122.950
KMKJ,AWOS,AWOS 3,123.875
KMKJ,CNTR,ATLANTA CNTR,132.900
KMKJ,UNIC,CTAF/UNICOM,122.700
KMKL,ASOS,ASOS,119.325
KMKL,CNTR,MEMPHIS CNTR,134.650
KMKL,CTAF,CTAF,127.150
KMKL,GND,GND,120.900
KMKL,OPS,ARNG OPS,41.500
KMKL,RDO,JACKSON RDO,122.200
KMKL,TWR,JACKSON TWR,127.150
KMKL,UNIC,UNICOM,122.950
KMKN,AWOS,AWOS 3,118.575
KMKN,CNTR,FORT WORTH CNTR,135.375
KMKN,UNIC,CTAF/UNICOM,122.800
KMKO,ASOS,ASOS,135.025
KMKO,CNTR,FORT WORTH CNTR,132.200
KMKO,RDO,MC ALESTER RDO,122.500
KMKO,UNIC,CTAF/UNICOM,122.800
KMKS,A/D,CHARLESTON APP/DEP,135.800
KMKS,UNIC,CTAF/UNICOM,123.050
KMKT,AWOS,AWOS 3,110.800
KMKT,CNTR,MINNEAPOLIS CNTR,135.000
KMKT,RDO,PRINCETON RDO,110.800
KMKT,UNIC,CTAF/UNICOM,122.725
KMKV,A/D,POLK APP/DEP,132.050
KMKV,CTAF,CTAF,122.900
KMKY,A/D,FORT MYERS APP/DEP,119.750
KMKY,AWOS,AWOS 3,120.075
KMKY,CLD,CLNC DEL,120.800
KMKY,UNIC,CTAF/UNICOM,122.800
KMLB,A/D,ORLANDO APP/DEP,132.650
KMLB,ATIS,ATIS,132.550
KMLB,CLD,CLNC DEL,121.900
KMLB,CTAF,CTAF,118.200
KMLB,GND,GND,121.900
KMLB,OPS,GRUMMAN OPS,123.200
KMLB,RDO,ST PETERSBURG RDO,122.600
KMLB,TWR,TWR,118.200
KMLB,UNIC,UNICOM,122.950
KMLC,ASOS,ASOS,135.125
KMLC,CNTR,FORT WORTH CNTR,132.200
KMLC,RDO,RDO,122.650
KMLC,UNIC,CTAF/UNICOM,122.950
KMLD,CTAF,CTAF,122.900
KMLD,RDO,BOISE RDO,122.650
KMLE,A/D,OMAHA APP/DEP,120.100
KMLE,AWOS,AWOS 3,118.250
KMLE,CLD,CLNC DEL,125.400
KMLE,UNIC,CTAF/UNICOM,123.000
KMLF,ASOS,ASOS,135.025
KMLF,RDO,CEDAR CITY RDO,112.100
KMLF,UNIC,CTAF/UNICOM,122.800
KMLI,A/D,APP/DEP,118.200
KMLI,ATIS,ATIS,121.200
KMLI,CLD,CLNC DEL,123.950
KMLI,CTAF,CTAF,119.400
KMLI,GND,GND,121.900
KMLI,RDO,KANKAKEE RDO,122.600
KMLI,TWR,TWR,119.400
KMLI,UNIC,UNICOM,122.950
KMLJ,A/D,ATLANTA APP/DEP,119.600
KMLJ,AWOS,AWOS 3,120.925
KMLJ,UNIC,CTAF/UNICOM,122.800
KMLS,ASOS,ASOS,135.575
KMLS,RDO,GREAT FALLS RDO,122.200
KMLS,UNIC,CTAF/UNICOM,123.000
KMLT,ASOS,ASOS,135.225
KMLT,CLD,CLNC DEL,123.600
KMLT,CNTR,BOSTON CNTR,120.250
KMLT,RDO,BANGOR RDO,123.600
KMLT,UNIC,CTAF/UNICOM,122.800
KMLU,A/D,APP/DEP,118.150
KMLU,ATIS,ATIS,125.050
KMLU,CLD,CLNC DEL,121.650
KMLU,CTAF,CTAF,118.900
KMLU,GND,GND,121.900
KMLU,RDO,DE RIDDER RDO,122.250
KMLU,TWR,TWR,118.900
KMLU,UNIC,UNICOM,122.950
KMMH,AWOS,AWOS 3,118.050
KMMH,CNTR,OAKLAND CNTR,125.750
KMMH,RDO,RIVERSIDE RDO,122.150
KMMH,UNIC,CTAF/UNICOM,122.800
KMMI,A/D,KNOXVILLE APP/DEP,123.900
KMMI,AWOS,AWOS 3,125.425
KMMI,UNIC,CTAF/UNICOM,122.800
KMMK,A/D,APP/DEP,127.800
KMMK,ASOS,ASOS,134.925
KMMK,CLD,CLNC DEL,120.650
KMMK,UNIC,CTAF/UNICOM,123.050
KMML,AWOS,AWOS 3,111.000
KMML,CNTR,MINNEAPOLIS CNTR,127.100
KMML,RDO,PRINCETON RDO,122.350
KMML,UNIC,CTAF/UNICOM,122.800
KMMS,CNTR,MEMPHIS CNTR,135.300
KMMS,CTAF,CTAF,122.900
KMMT,A/D,SHAW APP/DEP,125.400
KMMT,CTAF,CTAF,132.400
KMMT,GND,GND,127.625
KMMT,MISC,ARNG OPS PTD,41.300
KMMT,OPS,ANG OPS PTD,125.120
KMMT,PMSV,PMSV METRO,34.250
KMMT,PTD,PTD,29.830
KMMT,TWR,TWR,132.400
KMMU,APP,NEW YORK APP,127.600
KMMU,ATIS,ATIS,124.250
KMMU,CLD,CLNC DEL,121.200
KMMU,CTAF,CTAF,118.100
KMMU,DEP,NEW YORK DEP,119.200
KMMU,GND,GND,121.700
KMMU,TWR,TWR,118.100
KMMV,A/D,PORTLAND APP/DEP,126.000
KMMV,ASOS,ASOS,135.675
KMMV,CLD,PORTLAND CLNC DEL,118.350
KMMV,CNTR,SEATTLE CNTR,125.800
KMMV,RDO,RDO,122.300
KMMV,UNIC,CTAF/UNICOM,123.000
KMNF,CNTR,KANSAS CITY CNTR,133.800
KMNF,UNIC,CTAF/UNICOM,122.800
KMNI,A/D,SHAW APP/DEP,125.400
KMNI,UNIC,CTAF/UNICOM,122.800
KMNM,A/D,GREEN BAY APP/DEP,119.500
KMNM,AWOS,AWOS 3,109.600
KMNM,RDO,GREEN BAY RDO,109.600
KMNM,UNIC,CTAF/UNICOM,122.800
KMNN,A/D,MANSFIELD APP/DEP,124.200
KMNN,ASOS,ASOS,119.975
KMNN,CLD,CLNC DEL,126.800
KMNN,UNIC,CTAF/UNICOM,122.800
KMNV,A/D,KNOXVILLE APP/DEP,123.900
KMNV,AWOS,AWOS 3,118.475
KMNV,UNIC,CTAF/UNICOM,123.000
KMNZ,A/D,GRAY APP/DEP,120.075
KMNZ,UNIC,CTAF/UNICOM,122.700
KMOB,A/D,APP/DEP,118.500
KMOB,ATIS,ATIS,124.750
KMOB,CLD,CLNC DEL,119.850
KMOB,CTAF,CTAF,118.300
KMOB,GND,GND,121.900
KMOB,MISC,ARNG OPS,41.050
KMOB,OPS,AIR,34.500
KMOB,RDO,ANNISTON RDO,122.200
KMOB,TWR,TWR,118.300
KMOB,UNIC,UNICOM,122.950
KMOD,A/D,NORCAL APP/DEP,120.950
KMOD,A/D,NORCAL APP/DEP,36.320
KMOD,ASOS,ASOS,127.700
KMOD,ATIS,ATIS,127.700
KMOD,CTAF,CTAF,125.300
KMOD,GND,GND,121.700
KMOD,RDO,RANCHO RDO,114.600
KMOD,TWR,TWR,125.300
KMOD,UNIC,UNICOM,122.950
KMOP,A/D,SAGINAW APP/DEP,126.450
KMOP,AWOS,AWOS 3,110.600
KMOP,RDO,LANSING RDO,122.600
KMOP,UNIC,CTAF/UNICOM,123.000
KMOR,A/D,KNOXVILLE APP/DEP,132.800
KMOR,AWOS,AWOS 3,126.725
KMOR,UNIC,CTAF/UNICOM,122.800
KMOT,APP,APP,119.600
KMOT,CTAF,CTAF,118.200
KMOT,DEP,DEP,119.600
KMOT,GND,GND,121.900
KMOT,RDO,GRAND FORKS RDO,122.200
KMOT,TWR,MAGIC CITY TWR,118.200
KMOT,UNIC,UNICOM,122.950
KMOX,AWOS,AWOS 3,109.600
KMOX,CNTR,MINNEAPOLIS CNTR,126.100
KMOX,RDO,PRINCETON RDO,122.250
KMOX,UNIC,CTAF/UNICOM,122.800
KMPE,ASOS,AWOS 3,118.725
KMPE,CNTR,MEMPHIS CNTR,132.750
KMPE,UNIC,CTAF/UNICOM,123.000
KMPG,CNTR,CLEVELAND CNTR,120.400
KMPG,UNIC,CTAF/UNICOM,122.700
KMPI,A/D,OAKLAND CNTR,121.250
KMPI,AWOS,AWOS 3,135.600
KMPI,UNIC,CTAF/UNICOM,122.700
KMPJ,A/D,MEMPHIS CNTR,128.475
KMPJ,CTAF,CTAF,122.900
KMPO,A/D,WILKES BARRE APP/DEP,126.300
KMPO,ASOS,ASOS,120.275
KMPO,CLD,CLNC DEL,125.300
KMPO,UNIC,CTAF/UNICOM,122.700
KMPR,A/D,WICHITA APP/DEP,125.500
KMPR,AWOS,AWOS 3,119.025
KMPR,RDO,WICHITA RDO,122.150
KMPR,UNIC,CTAF/UNICOM,122.800
KMPV,ASOS,ASOS,132.675
KMPV,CNTR,BOSTON CNTR,135.700
KMPV,RDO,BURLINGTON RDO,122.600
KMPV,UNIC,CTAF/UNICOM,122.800
KMPZ,AWOS,AWOS 3,119.325
KMPZ,CNTR,CHICAGO CNTR,135.600
KMPZ,UNIC,CTAF/UNICOM,123.050
KMQB,AWOS,AWOS 3,119.025
KMQB,CNTR,CHICAGO CNTR,135.600
KMQB,RDO,KANKAKEE RDO,122.150
KMQB,UNIC,CTAF/UNICOM,122.800
KMQI,A/D,NORFOLK APP/DEP,124.725
KMQI,AWOS,AWOS 3,128.275
KMQI,UNIC,CTAF/UNICOM,122.800
KMQJ,A/D,INDIANAPOLIS APP/DEP,127.150
KMQJ,AWOS,AWOS 3,124.175
KMQJ,CLD,CLNC DEL,119.250
KMQJ,UNIC,CTAF/UNICOM,122.700
KMQS,A/D,PHILADELPHIA APP/DEP,124.350
KMQS,AWOS,AWOS 3,126.250
KMQS,CLD,CLNC DEL,125.600
KMQS,RDO,WILLIAMSPORT RDO,113.200
KMQS,UNIC,CTAF/UNICOM,122.700
KMQW,A/D,JACKSONVILLE CNTR,132.300
KMQW,CTAF,CTAF,122.900
KMQY,A/D,NASHVILLE APP/DEP,128.450
KMQY,ASOS,ASOS,119.125
KMQY,CLD,CLNC DEL,121.400
KMQY,CTAF,CTAF,118.500
KMQY,GND,GND,121.400
KMQY,OPS,ARNG OPS,41.500
KMQY,TWR,TWR,118.500
KMQY,UNIC,UNICOM,122.950
KMRB,A/D,POTOMAC APP/DEP,126.100
KMRB,ASOS,ASOS,119.925
KMRB,CLD,POTOMAC CLNC DEL,132.075
KMRB,CTAF,CTAF,124.300
KMRB,GND,GND,121.800
KMRB,POST,PIKESIDE CON ANG,29.700
KMRB,RDO,ELKINS RDO,122.450
KMRB,TWR,MARTINSBURG TWR,124.300
KMRB,UNIC,UNICOM,122.950
KMRC,AWOS,AWOS 3,128.625
KMRC,CNTR,MEMPHIS CNTR,125.850
KMRC,UNIC,CTAF/UNICOM,122.800
KMRF,A/D,ALBUQUERQUE CNTR,135.875
KMRF,AWOS,AWOS 3,134.025
KMRF,FSS,SAN ANGELO RDO,122.100
KMRF,UNIC,CTAF/UNICOM,122.800
KMRH,A/D,CHERRY POINT APP/DEP,124.100
KMRH,ASOS,ASOS,135.375
KMRH,CLD,CHERRY POINT CLNC,125.650
KMRH,UNIC,CTAF/UNICOM,122.800
KMRJ,AWOS,AWOS 3,118.525
KMRJ,CNTR,CHICAGO CNTR,133.950
KMRJ,UNIC,CTAF/UNICOM,122.800
KMRN,AWOS,AWOS 3,124.175
KMRN,CNTR,ATLANTA CNTR,125.150
KMRN,UNIC,CTAF/UNICOM,122.700
KMRT,A/D,COLUMBUS APP/DEP,120.200
KMRT,AWOS,AWOS 3,119.275
KMRT,UNIC,CTAF/UNICOM,122.800
KMRY,A/D,NORCAL APP/DEP,127.150
KMRY,ATIS,ATIS,119.250
KMRY,CLD,CLNC DEL,135.450
KMRY,CTAF,CTAF,118.400
KMRY,GND,GND,121.900
KMRY,TWR,TWR,118.400
KMRY,UNIC,UNICOM,122.950
KMSL,ASOS,ASOS,119.425
KMSL,CNTR,MEMPHIS CNTR,120.800
KMSL,RDO,ANNISTON RDO,122.200
KMSL,UNIC,CTAF/UNICOM,123.050
KMSN,APP,MADISON APP,120.100
KMSN,ATIS,ATIS,124.650
KMSN,CLD,MADISON CLNC DEL,121.620
KMSN,CTAF,CTAF,119.300
KMSN,DEP,MADISON DEP,126.850
KMSN,GND,MADISON GND,121.900
KMSN,MISC,ARNG OPS,40.800
KMSN,OPS,ANG OPS,138.250
KMSN,RDO,GREEN BAY RDO,122.600
KMSN,TWR,MADISON TWR,119.300
KMSN,UNIC,UNICOM,122.950
KMSO,A/D,SPOKANE APP/DEP,124.900
KMSO,ATIS,ATIS,126.650
KMSO,CTAF,CTAF,118.400
KMSO,GND,GND,121.900
KMSO,RDO,GREAT FALLS RDO,122.450
KMSO,TWR,TWR,118.400
KMSO,UNIC,UNICOM,122.950
KMSP,APP,APP,118.720
KMSP,ATIS,ATIS,120.800
KMSP,CLD,CLNC DEL,133.200
KMSP,DEP,DEP,132.975
KMSP,GND,GND,121.800
KMSP,MISC,934 AW BASE OPS,28.267
KMSP,OPS,133 AW COMD POST,31.120
KMSP,POST,934 AW COMD POST,25.210
KMSP,PTD,PTD,28.267
KMSP,RDO,PRINCETON RDO,122.300
KMSP,TWR,TWR,123.675
KMSP,UNIC,UNICOM,122.950
KMSS,A/D,BOSTON APP/DEP,135.250
KMSS,ASOS,ASOS,128.075
KMSS,RDO,BURLINGTON RDO,122.200
KMSS,UNIC,CTAF/UNICOM,123.000
KMSV,A/D,NEW YORK APP/DEP,132.750
KMSV,AWOS,AWOS 3,134.025
KMSV,CLD,CLNC DEL,121.600
KMSV,UNIC,CTAF/UNICOM,122.800
KMSY,A/D,NEW ORLEANS APP/DEP,123.850
KMSY,ATIS,ATIS,127.550
KMSY,CLD,CLNC DEL,127.200
KMSY,GND,GND,121.900
KMSY,TWR,TWR,119.500
KMSY,UNIC,UNICOM,122.950
KMTC,A/G,927 ARW OPS,31.420
KMTC,APP,APP,119.600
KMTC,ATIS,ATIS,125.325
KMTC,CLD,CLNC DEL,119.000
KMTC,DEP,DEP,119.600
KMTC,GND,GND,128.300
KMTC,MISC,USCG DETROIT AIR,38.180
KMTC,OPS,WING COMD POST,148.525
KMTC,PMSV,PMSV/METRO,34.250
KMTC,PTD,PTD,134.850
KMTC,TWR,TWR,120.150
KMTH,ASOS,ASOS,135.525
KMTH,CNTR,MIAMI CNTR,133.500
KMTH,RDO,MIAMI RDO,122.600
KMTH,UNIC,CTAF/UNICOM,122.800
KMTJ,ASOS,ASOS,135.225
KMTJ,CNTR,DENVER CNTR,125.350
KMTJ,RDO,DENVER RDO,122.650
KMTJ,UNIC,CTAF/UNICOM,122.800
KMTN,A/D,POTOMAC APP/DEP,119.000
KMTN,ATIS,ATIS,124.925
KMTN,AWOS,AWOS 3,124.925
KMTN,CLD,POTOMAC CLNC DEL,121.800
KMTN,CTAF,CTAF,121.300
KMTN,GND,GND,121.800
KMTN,OPS,135 AG COMD POST,38.590
KMTN,POST,175 FG COMD POST,34.720
KMTN,TWR,TWR,121.300
KMTN,UNIC,UNICOM,122.950
KMTO,A/D,CHAMPAIGN APP/DEP,132.850
KMTO,ASOS,ASOS,109.400
KMTO,RDO,ST LOUIS RDO,109.400
KMTO,UNIC,CTAF/UNICOM,122.700
KMTP,APP,NEW YORK APP,118.950
KMTP,DEP,PROVIDENCE DEP,125.750
KMTP,UNIC,CTAF/UNICOM,122.700
KMTV,A/D,GREENSBORO APP/DEP,124.350
KMTV,AWOS,AWOS 3,118.450
KMTV,CLD,CLNC DEL,124.850
KMTV,UNIC,CTAF/UNICOM,122.700
KMTW,A/D,GREEN BAY APP/DEP,120.200
KMTW,AWOS,AWOS 3,111.000
KMTW,RDO,GREEN BAY RDO,111.000
KMTW,UNIC,CTAF/UNICOM,122.800
KMUI,A/D,HARRISBURG APP/DEP,118.250
KMUI,CTAF,CTAF,126.200
KMUI,GND,GND,121.625
KMUI,MISC,FLT FLW,40.900
KMUI,OPS,ARNG OPS,49.950
KMUI,TWR,TWR,126.200
KMUL,UNIC,CTAF/UNICOM,123.000
KMUO,APP,APP,124.800
KMUO,ATIS,ATIS,27.350
KMUO,CLD,CLNC DEL,127.100
KMUO,DEP,DEP,37.120
KMUO,GND,GND,120.500
KMUO,PMSV,PMSV METRO,34.250
KMUO,POST,ACC COMD POST,38.130
KMUO,PTD,PTD,138.900
KMUO,RDO,BOISE RDO,122.600
KMUO,TWR,TWR,133.850
KMUT,A/D,QUAD CITY APP/DEP,118.200
KMUT,AWOS,AWOS 3,119.775
KMUT,CLD,QUAD CITY CLNC DEL,124.250
KMUT,UNIC,CTAF/UNICOM,122.700
KMVC,CNTR,ATLANTA CNTR,118.550
KMVC,RDO,ANNISTON RDO,116.800
KMVC,UNIC,CTAF/UNICOM,123.000
KMVE,AWOS,AWOS 3,111.600
KMVE,CNTR,MINNEAPOLIS CNTR,125.500
KMVE,RDO,PRINCETON RDO,122.450
KMVE,UNIC,CTAF/UNICOM,122.800
KMVI,CNTR,DENVER CNTR,128.375
KMVI,RCO,ALAMOSA RDO,122.150
KMVI,UNIC,CTAF/UNICOM,122.800
KMVL,ASOS,ASOS,135.625
KMVL,CNTR,BOSTON CNTR,135.700
KMVL,UNIC,CTAF/UNICOM,122.800
KMVM,CNTR,BOSTON CNTR,124.250
KMVM,UNIC,CTAF/UNICOM,122.800
KMVN,AWOS,AWOS 3,113.800
KMVN,CNTR,KANSAS CITY CNTR,127.700
KMVN,RDO,ST LOUIS RDO,113.800
KMVN,UNIC,CTAF/UNICOM,123.000
KMVY,A/D,CAPE APP/DEP,133.750
KMVY,ATIS,ATIS,126.250
KMVY,CLD,CLNC DEL,134.650
KMVY,CTAF,CTAF,121.400
KMVY,GND,GND,121.800
KMVY,RDO,BRIDGEPORT RDO,114.500
KMVY,TWR,VINEYARD TWR,121.400
KMVY,UNIC,UNICOM,122.950
KMWA,AWOS,AWOS 3,119.675
KMWA,CLD,CLNC DEL,125.300
KMWA,CNTR,KANSAS CITY CNTR,125.300
KMWA,CTAF,CTAF,128.400
KMWA,GND,GND,121.700
KMWA,RDO,ST LOUIS RDO,110.400
KMWA,TWR,MARION TWR,128.400
KMWA,UNIC,UNICOM,122.950
KMWC,A/D,MILWAUKEE APP/DEP,128.700
KMWC,ATIS,ATIS,128.300
KMWC,CTAF,CTAF,120.500
KMWC,GND,TIMMERMAN GND,121.700
KMWC,RDO,GREEN BAY RDO,112.500
KMWC,TWR,TWR,120.500
KMWC,UNIC,UNICOM,122.950
KMWH,A/D,APP/DEP,126.400
KMWH,ATIS,ATIS,119.050
KMWH,CTAF,CTAF,118.250
KMWH,GND,GND,121.900
KMWH,RDO,SEATTLE RDO,122.400
KMWH,TWR,TWR,118.250
KMWH,UNIC,UNICOM,122.950
KMWK,A/D,GREENSBORO APP/DEP,124.350
KMWK,AWOS,AWOS 3,121.125
KMWK,UNIC,CTAF/UNICOM,123.000
KMWL,ASOS,ASOS,135.075
KMWL,CNTR,FORT WORTH CNTR,127.000
KMWL,RDO,FORT WORTH RDO,122.200
KMWL,UNIC,CTAF/UNICOM,122.725
KMWM,AWOS,AWOS 3,118.525
KMWM,CNTR,MINNEAPOLIS CNTR,127.100
KMWM,CTAF,CTAF,122.900
KMWO,APP,DAYTON APP,118.850
KMWO,AWOS,AWOS 3,120.025
KMWO,CLD,DAYTON CLNC DEL,119.400
KMWO,DEP,DAYTON DEP,126.500
KMWO,UNIC,CTAF/UNICOM,123.000
KMXA,CNTR,MEMPHIS CNTR,120.075
KMXA,UNIC,CTAF/UNICOM,122.800
KMXF,A/D,MONTGOMERY APP/DEP,121.200
KMXF,ATIS,ATIS,134.700
KMXF,GND,GND,127.150
KMXF,PMSV,PMSV METRO,34.230
KMXF,POST,42 ABW COMD POST,23.460
KMXF,POST,AFRC 908AW COMD POST,39.690
KMXF,PTD,PTD,122.850
KMXF,TWR,TWR,118.150
KMXO,A/D,CEDAR RAPIDS APP/DEP,134.050
KMXO,AWOS,AWOS 3,119.275
KMXO,UNIC,CTAF/UNICOM,122.800
KMYF,APP,SOCAL APP,124.350
KMYF,ATIS,ATIS,126.900
KMYF,CLD,CLNC DEL,123.725
KMYF,CTAF,CTAF,119.200
KMYF,DEP,SOCAL DEP,119.600
KMYF,GND,GND,118.220
KMYF,RDO,SAN DIEGO RDO,122.200
KMYF,TWR,TWR,119.200
KMYF,UNIC,UNICOM,122.950
KMYJ,A/D,MIZZU APP/DEP,124.375
KMYJ,AWOS,AWOS 3,120.575
KMYJ,CTAF,CTAF,122.900
KMYL,ASOS,ASOS,119.925
KMYL,CNTR,SALT LAKE CITY CNTR,128.050
KMYL,RDO,BOISE RDO,122.350
KMYL,UNIC,CTAF/UNICOM,122.800
KMYR,A/D,APP/DEP,119.200
KMYR,ATIS,ATIS,123.925
KMYR,AWOS,AWOS 3,124.500
KMYR,CLD,CLNC DEL,119.700
KMYR,CTAF,CTAF,128.450
KMYR,GND,GND,120.300
KMYR,TWR,TWR,128.450
KMYR,UNIC,UNICOM,122.950
KMYV,A/D,NORCAL APP/DEP,125.400
KMYV,ASOS,ASOS,118.475
KMYV,RDO,RANCHO RDO,122.600
KMYV,UNIC,CTAF/UNICOM,123.050
KMYZ,CNTR,KANSAS CITY CNTR,123.800
KMYZ,FSS,COLUMBUS RDO,122.100
KMYZ,UNIC,CTAF/UNICOM,122.800
KMZH,A/D,DULUTH APP/DEP,125.450
KMZH,AWOS,AWOS 3,36.200
