ident,type,name,municipality,iso_country,iso_region,iata_code,elevation_ft,lat,lon
NTTU,small_airport,Tupai Airport,Tupai Atoll,PF,PF-U-A,TPX,32,-16.2423,-151.8338
NTTX,small_airport,Moruroa Airport,Moruroa Atoll,PF,PF-U-A,UOA,7,-21.8098,-138.8134
NTUV,small_airport,Vahitahi Airport,Vahitahi,PF,PF-U-A,VHZ,9,-18.7807,-138.8557
NVSA,small_airport,Mota Lava Airport,Ablow,VU,VU-TOB,MTV,63,-13.6660,167.7120
NVSC,small_airport,Sola Airport,Sola,VU,VU-TOB,SLH,7,-13.8517,167.5370
NVSD,small_airport,Torres Airstrip,Loh/Linua,VU,VU-TOB,TOH,75,-13.3280,166.6380
NVSE,small_airport,Siwo Airport,Emae Island,VU,VU-SEE,EAE,7,-17.0903,168.3430
NVSF,small_airport,Craig Cove Airport,Craig Cove,VU,VU-MAP,CCV,69,-16.2650,167.9240
NVSG,small_airport,Longana Airport,Longana,VU,VU-PAM,LOD,167,-15.3067,167.9670
NVSH,small_airport,Sara Airport,Pentecost Island,VU,VU-PAM,SSR,493,-15.4708,168.1520
NVSI,small_airport,Tavie Airport,Paama Island,VU,VU-MAP,PBJ,69,-16.4320,168.2355
NVSL,small_airport,Lamap Airport,Lamap,VU,VU-MAP,LPM,7,-16.4611,167.8293
NVSM,small_airport,Lamen Bay Airport,Lamen Bay,VU,VU-SEE,LNB,7,-16.5842,168.1590
NVSN,small_airport,Maewo-Naone Airport,Maewo Island,VU,VU-PAM,MWF,509,-14.9972,168.0811
NVSO,small_airport,Lonorore Airport,Lonorore,VU,VU-PAM,LNE,43,-15.8656,168.1720
NVSP,small_airport,Norsup Airport,Norsup,VU,VU-MAP,NUS,23,-16.0797,167.4010
NVSQ,medium_airport,Gaua Island Airport,Gaua Island,VU,VU-TOB,ZGU,100,-14.2181,167.5870
NVSR,small_airport,Redcliffe Airport,Redcliffe,VU,VU-PAM,RCL,36,-15.4720,167.8350
NVSS,medium_airport,Santo Pekoa International Airport,Luganville,VU,VU-SAM,SON,184,-15.5050,167.2200
NVST,small_airport,Tongoa Airport,Tongoa Island,VU,VU-SEE,TGH,443,-16.8911,168.5510
NVSU,small_airport,Uléi Airport,Ambrym Island,VU,VU-MAP,ULB,170,-16.3297,168.3011
NVSV,small_airport,Valesdir Airport,Epi Island,VU,VU-SEE,VLS,10,-16.7961,168.1770
NVSW,small_airport,Walaha Airport,Walaha,VU,VU-PAM,WLH,151,-15.4120,167.6910
NVSX,small_airport,Southwest Bay Airport,Malekula Island,VU,VU-MAP,SWJ,68,-16.4864,167.4472
NVSZ,small_airport,North West Santo Airport,Olpoi,VU,VU-SAM,OLJ,50,-14.8817,166.5580
NVVA,small_airport,Aneityum Airport,Anatom Island,VU,VU-TAE,AUY,7,-20.2492,169.7710
NVVB,small_airport,Aniwa Airport,Aniwa,VU,VU-TAE,AWD,69,-19.2346,169.6009
NVVD,small_airport,Dillon's Bay Airport,Dillon's Bay,VU,VU-TAE,DLY,630,-18.7694,169.0010
NVVF,small_airport,Futuna Airport,Futuna Island,VU,VU-TAE,FTA,95,-19.5164,170.2320
NVVI,small_airport,Ipota Airport,Ipota,VU,VU-TAE,IPA,23,-18.8564,169.2833
NVVJ,small_airport,Forari Airport,Forari,VU,VU-SEE,,351,-17.7011,168.5270
NVVK,small_airport,Lenakel Airport,Lenakel,VU,VU-TAE,,246,-19.5161,169.2625
NVVV,large_airport,Bauerfield International Airport,Port Vila,VU,VU-SEE,VLI,70,-17.6993,168.3200
NVVW,medium_airport,Tanna Airport,,VU,VU-TAE,TAH,19,-19.4551,169.2240
NWWA,medium_airport,Tiga Airport,Tiga,NC,NC-01,TGJ,128,-21.0964,167.8038
NWWB,small_airport,Bourail - Poé Airport,Poé,NC,NC-03,,7,-21.6096,165.3971
NWWC,small_airport,Île Art - Waala Airport,Waala,NC,NC-02,BMY,306,-19.7205,163.6611
NWWD,medium_airport,Koné Airport,Koné,NC,NC-02,KNQ,23,-21.0536,164.8388
NWWE,medium_airport,Île des Pins Airport,Île des Pins,NC,NC-03,ILP,315,-22.5889,167.4560
NWWH,small_airport,Nesson Airport,Houailou,NC,NC-02,,10,-21.2573,165.6182
NWWI,small_airport,Hienghène Airport,Hienghène,NC,NC-02,,18,-20.6945,164.9925
NWWK,small_airport,Koumac Airport,Koumac,NC,NC-02,KOC,42,-20.5463,164.2556
NWWL,medium_airport,Lifou Airport,Lifou,NC,NC-01,LIF,92,-20.7746,167.2393
NWWM,medium_airport,Nouméa Magenta Airport,Nouméa,NC,NC-03,GEA,10,-22.2581,166.4728
NWWP,small_airport,Poum / Malabou Airport,Malabou,NC,NC-02,PUV,6,-20.2892,164.0993
NWWQ,small_airport,Mueo Airport,Népoui,NC,NC-02,PDC,264,-21.3165,164.9994
NWWR,medium_airport,Maré Airport,Maré,NC,NC-01,MEE,141,-21.4824,168.0385
NWWT,small_airport,Oua Tom Airport,La Foa,NC,NC-03,,98,-21.8197,165.8610
NWWU,medium_airport,Touho Airport,Touho,NC,NC-02,TOU,10,-20.7901,165.2595
NWWV,medium_airport,Ouvéa Airport,Ouvéa,NC,NC-01,UVE,23,-20.6409,166.5730
NWWW,medium_airport,La Tontouta International Airport,Nouméa (La Tontouta),NC,NC-03,NOU,52,-22.0146,166.2130
NWWY,small_airport,Ouaco Airport,Ouaco,NC,NC-02,,69,-20.8555,164.5355
NZAA,large_airport,Auckland International Airport,Auckland,NZ,NZ-AUK,AKL,23,-37.0120,174.7863
NZAE,small_airport,Mount Tarawera Airport,Mount Tarawera,NZ,NZ-BOP,,3100,-38.2330,176.5170
NZAH,heliport,Taharoa Iron Sands Heliport,Taharoa,NZ,NZ-WKO,,,-38.1650,174.7050
NZAL,heliport,Avalon Heliport,Wellington,NZ,NZ-WGN,,93,-41.1867,174.9440
NZAN,small_airport,Alfredton Airport,Alfredton,NZ,NZ-MWT,,500,-40.6981,175.8560
NZAP,medium_airport,Taupo Airport,Taupo,NZ,NZ-WKO,TUO,1335,-38.7397,176.0840
NZAR,medium_airport,Ardmore Airport,Manurewa,NZ,NZ-AUK,AMZ,111,-37.0297,174.9730
NZAS,small_airport,Ashburton Airport,Ashburton,NZ,NZ-CAN,ASG,302,-43.9033,171.7970
NZAW,seaplane_base,Auckland Harbour Water Aerodrome,Aukland,NZ,NZ-AUK,,0,-36.8333,174.7667
NZBA,small_airport,Balclutha Aerodrome,Balclutha,NZ,NZ-OTA,,22,-46.2457,169.7489
NZBC,heliport,ASB Bank Centre Heliport,Aukland,NZ,NZ-AUK,,468,-36.8499,174.7625
NZBW,heliport,Burwood Hospital Heliport,Christchurch,NZ,NZ-CAN,,16,-43.4796,172.6870
NZCB,small_airport,Centre Bush Aerodrome,Centre Bush,NZ,NZ-STL,,255,-46.0400,168.3120
NZCG,small_airport,Centennial Park Aerodrome,Taupo,NZ,NZ-WKO,,1506,-38.6653,176.1347
NZCH,large_airport,Christchurch International Airport,Christchurch,NZ,NZ-CAN,CHC,123,-43.4890,172.5321
NZCI,medium_airport,Chatham Islands / Tuuta Airport,Te One,NZ,NZ-WGN,CHT,43,-43.8119,-176.4651
NZCS,small_airport,Cromwell Racecourse Aerodrome,,NZ,NZ-OTA,,856,-45.0486,169.1710
NZCX,small_airport,Coromandel Airport,Coromandel,NZ,NZ-WKO,CMV,10,-36.7917,175.5090
NZDA,small_airport,Dargaville Aerodrome,Dargaville,NZ,NZ-NTL,DGR,10,-35.9397,173.8940
NZDC,heliport,Dunedin City Heliport,Dunedin,NZ,NZ-OTA,,5,-45.8826,170.5079
NZDH,heliport,Dunedin Hospital Helipad,Dunedin,NZ,NZ-OTA,,159,-45.8689,170.5097
NZDN,medium_airport,Dunedin International Airport,Dunedin,NZ,NZ-OTA,DUD,4,-45.9281,170.1980
NZDU,heliport,Dunstan Hospital Heliport,Clyde,NZ,NZ-OTA,,554,-45.2009,169.3317
NZDV,small_airport,Dannevirke Aerodrome,,NZ,NZ-MWT,,640,-40.2283,176.0790
NZDY,small_airport,Drury Airfield,,NZ,NZ-AUK,,100,-37.0964,174.9753
NZES,small_airport,Wharepapa South Airport,,NZ,NZ-WKO,,443,-38.1483,175.5500
NZEV,heliport,Eves Valley Heliport,Eves Valley,NZ,NZ-NSN,,126,-41.3399,173.0773
NZFF,small_airport,Forest Field Aerodrome,,NZ,NZ-CAN,,381,-43.3858,172.3610
NZFG,heliport,Fern Gully Heliport,Oban,NZ,NZ-STL,,70,-46.8950,168.1110
NZFH,heliport,Fox Heliport,Fox,NZ,NZ-WTC,,,-43.4631,170.0000
NZFI,small_airport,Feilding Airport,Feilding,NZ,NZ-MWT,,214,-40.2558,175.6050
NZFJ,small_airport,Franz Josef Aerodrome,,NZ,NZ-WTC,WHO,240,-43.3631,170.1340
NZFP,small_airport,Foxpine Aerodrome,,NZ,NZ-MWT,,39,-40.4567,175.2700
NZFR,heliport,Franz Josef Heliport,Franz Josef Glacier,NZ,NZ-WTC,,434,-43.3766,170.1940
NZFT,small_airport,Flat Point Aerodrome,Flat Point,NZ,NZ-WGN,,46,-41.2434,175.9602
NZFX,small_airport,Phoenix Airfield,McMurdo Station,AQ,AQ-U-A,,18,-77.9564,166.7667
NZGA,small_airport,Galatea Airfield,,NZ,NZ-BOP,,594,-38.4039,176.7440
NZGB,small_airport,Great Barrier Aerodrome,Claris,NZ,NZ-AUK,GBZ,20,-36.2414,175.4720
NZGC,small_airport,Gore3 Airport,,NZ,NZ-STL,,200,-46.1567,168.8980
NZGH,heliport,Glacier Country Heliport,Franz Josef Glacier,NZ,NZ-WTC,,457,-43.3872,170.1800
NZGI,heliport,Garden City Heliport,Christchurch,NZ,NZ-CAN,,89,-43.4933,172.5480
NZGM,small_airport,Greymouth Airport,,NZ,NZ-WTC,GMN,10,-42.4617,171.1900
NZGR,small_airport,Great Mercury Airport,Great Mercury Island / Ahuahu,NZ,NZ-WKO,,180,-36.5936,175.7646
NZGS,medium_airport,Gisborne Airport,Gisborne,NZ,NZ-GIS,GIS,15,-38.6633,177.9780
NZGT,medium_airport,Glentanner Airport,Glentanner Station,NZ,NZ-CAN,GTN,1824,-43.9067,170.1280
NZGY,small_airport,Glenorchy Airport,,NZ,NZ-OTA,,1260,-44.8717,168.3980
NZHA,small_airport,Hawera Airport,Hawera,NZ,NZ-TKI,,371,-39.5533,174.2670
NZHC,heliport,Wanaka Lakes Health Centre Heliport,Wanaka,NZ,NZ-OTA,,1106,-44.7093,169.1365
NZHK,medium_airport,Hokitika Airfield,,NZ,NZ-WTC,HKK,146,-42.7136,170.9850
NZHN,medium_airport,Hamilton International Airport,Hamilton,NZ,NZ-WKO,HLZ,172,-37.8667,175.3320
NZHR,small_airport,Hanmer Springs Airport,,NZ,NZ-CAN,,1109,-42.5508,172.8270
NZHS,small_airport,Hastings Aerodrome,Bridge Pa,NZ,NZ-HKB,,72,-39.6467,176.7670
NZHT,small_airport,Haast Aerodrome,Haast,NZ,NZ-WTC,,13,-43.8653,169.0410
NZJA,heliport,Tauranga Hospital Heliport,Tauranga,NZ,NZ-BOP,,17,-37.7058,176.1490
NZJB,heliport,Wairau Hospital Heliport,Blenheim,NZ,NZ-MBH,,100,-41.5369,173.9440
NZJC,heliport,Christchurch Hospital Heliport,Christchurch,NZ,NZ-CAN,,55,-43.5367,172.6220
NZJD,heliport,Thames Hospital Heliport,Thames,NZ,NZ-WKO,,50,-37.1358,175.5445
NZJE,heliport,Dargaville Hospital Heliport,Dargaville,NZ,NZ-NTL,,102,-35.9289,173.8760
NZJG,heliport,Gisborne Hospital Heliport,Gisborne,NZ,NZ-GIS,,51,-38.6411,178.0040
NZJH,heliport,Hastings Hospital Heliport,Hastings,NZ,NZ-HKB,,36,-39.6292,176.8240
NZJI,heliport,Bay of Islands Hospital Heliport,Kawakawa,NZ,NZ-NTL,,200,-35.3858,174.0703
NZJK,heliport,Kaitaia Hospital Heliport,Kaitaia,NZ,NZ-NTL,,100,-35.1183,173.2610
NZJL,heliport,Aukland Hospital Helipad,Aukland,NZ,NZ-AUK,,204,-36.8592,174.7690
NZJM,heliport,Palmerston North Hospital Heliport,Palmerston North,NZ,NZ-MWT,,128,-40.3378,175.6190
NZJN,heliport,North Shore Hospital Heliport,North Shore City,NZ,NZ-AUK,,70,-36.7817,174.7590
NZJO,heliport,Rotorua Hospital Heliport,Rotorua,NZ,NZ-BOP,,979,-38.1319,176.2470
NZJP,heliport,Te Puia Springs Hospital Heliport,Te Puia Springs,NZ,NZ-GIS,,760,-38.0548,178.3043
NZJQ,heliport,Taranaki Base Hospital Heliport,New Plymouth,NZ,NZ-TKI,,104,-39.0729,174.0548
NZJR,heliport,Whangarei Hospital Helipad,Whangarei,NZ,NZ-NTL,,154,-35.7351,174.3034
NZJS,heliport,Southland - Kew Hospital Heliport,Invercargill,NZ,NZ-STL,,29,-46.4372,168.3590
NZJT,heliport,Taumarunui Hospital Heliport,Taumarunui,NZ,NZ-MWT,,675,-38.8897,175.2510
NZJU,heliport,Wanganui Hospital Heliport,Wanganui,NZ,NZ-MWT,,42,-39.9433,175.0390
NZJV,heliport,Waitakere Hospital Heliport,Waitakere,NZ,NZ-AUK,,70,-36.8706,174.6310
NZJW,heliport,Rawene Hospital Heliport,Rawene,NZ,NZ-NTL,,149,-35.4072,173.5065
NZJX,heliport,Tokoroa Hospital Heliport,Tokoroa,NZ,NZ-WKO,,1200,-38.2319,175.8610
NZJY,heliport,Wairoa Hospital Heliport,Wairoa,NZ,NZ-HKB,,59,-39.0425,177.4140
NZJZ,heliport,Taupo Hospital Heliport,Taupo,NZ,NZ-WKO,,1349,-38.6986,176.0990
NZKC,small_airport,Kelly Field,,NZ,NZ-WKO,,52,-37.2561,175.0720
NZKD,small_airport,Motu Kaikoura Island Aerodrome,Kaikoura Island,NZ,NZ-AUK,,400,-36.1781,175.3240
NZKE,small_airport,Waiheke Island Aerodrome,Waiheke Island,NZ,NZ-AUK,WIK,226,-36.8089,175.0860
NZKF,small_airport,Kaipara Flats Airport,,NZ,NZ-AUK,,112,-36.4064,174.5870
NZKH,heliport,Kenepuru Hospital Heliport,Wellington,NZ,NZ-WGN,,89,-41.1450,174.8350
NZKI,small_airport,Kaikoura Airport,,NZ,NZ-CAN,KBZ,20,-42.4250,173.6050
NZKK,medium_airport,Kerikeri Airport,Kerikeri,NZ,NZ-NTL,KKE,492,-35.2591,173.9133
NZKM,small_airport,Karamea Airport,,NZ,NZ-WTC,,30,-41.2367,172.1050
NZKN,heliport,Kensington Park Heliport,Whangarei,NZ,NZ-NTL,,131,-35.7046,174.3130
NZKO,small_airport,Kaikohe Airport,Kaikohe,NZ,NZ-NTL,KKO,571,-35.4511,173.8170
NZKT,medium_airport,Kaitaia Airport,Awanui,NZ,NZ-NTL,KAT,270,-35.0698,173.2871
NZKU,heliport,Kupe Helipad,Kupe Platform,NZ,NZ-XY,,100,-39.8000,174.1170
NZKY,small_airport,Kowhai Aerodrome,Kowhai,NZ,NZ-HKB,,840,-39.8461,176.4230
NZLD,small_airport,Limestone Downs Airport,Limestone Downs,NZ,NZ-WKO,,596,-37.4800,174.7450
NZLE,small_airport,Lake Station Airport,,NZ,NZ-TAS,,1709,-41.7592,172.7460
NZLF,heliport,Rotorua Lakefront Heliport,Rotorua,NZ,NZ-BOP,,935,-38.1294,176.2530
NZLT,seaplane_base,Lake Taupo Water Airport,Lake Taupo,NZ,NZ-WKO,,,-38.7317,176.0350
NZLX,medium_airport,Alexandra Aerodrome,Alexandra,NZ,NZ-OTA,ALR,752,-45.2105,169.3711
NZMA,small_airport,Matamata Glider Airport,,NZ,NZ-WKO,MTA,180,-37.7344,175.7420
NZMB,heliport,Mechanics Bay Heliport,Auckland City,NZ,NZ-AUK,MHB,5,-36.8465,174.7879
NZMC,medium_airport,Mount Cook Airport,,NZ,NZ-CAN,MON,2153,-43.7650,170.1330
NZME,small_airport,Mercer1 PDZ Airport,,NZ,NZ-WKO,,30,-37.2575,175.1150
NZMF,small_airport,Milford Sound Airport,,NZ,NZ-STL,MFN,10,-44.6733,167.9230
NZMG,heliport,Mangonui Heliport,,NZ,NZ-NTL,,3,-34.9956,173.4640
NZMH,heliport,Wairarapa Hospital Heliport,Masterton,NZ,NZ-WGN,,367,-40.9475,175.6750
NZMJ,small_airport,Martins Bay Aerodrome,Jamestown,NZ,NZ-STL,,348,-44.3660,168.0163
NZMK,small_airport,Motueka Airport,,NZ,NZ-TAS,MZP,39,-41.1233,172.9890
NZML,small_airport,Molesworth Airport,Molesworth,NZ,NZ-MBH,,2813,-42.0830,173.2830
NZMO,medium_airport,Manapouri Airport,,NZ,NZ-STL,TEU,687,-45.5331,167.6500
NZMQ,heliport,Oaonui Heliport,Oaonui,NZ,NZ-TKI,,112,-39.3998,173.8099
NZMR,small_airport,Murchison Airport,Murchison,NZ,NZ-TAS,,531,-41.7967,172.3150
NZMS,medium_airport,Hood Airport,Masterton,NZ,NZ-WGN,MRO,364,-40.9746,175.6345
NZMT,small_airport,Martinborough Airport,Martinborough,NZ,NZ-WGN,,,-41.2142,175.4860
NZMW,small_airport,Makarora Airstrip,,NZ,NZ-OTA,,1142,-44.2317,169.2300
NZMX,heliport,Maari Heliport,Maari Platform,NZ,NZ-XY,,60,-39.9750,173.2920
NZMZ,small_airport,Matakana Island Airport,Matakana Island,NZ,NZ-BOP,,95,-37.6000,176.0830
NZNE,small_airport,North Shore Aerodrome,Dairy Flat,NZ,NZ-AUK,,210,-36.6567,174.6550
NZNF,small_airport,Norfolk Airport,Inglewood,NZ,NZ-TKI,,875,-39.2051,174.2226
NZNH,heliport,Nelson Hospital Heliport,Nelson,NZ,NZ-NSN,,180,-41.2883,173.2720
NZNP,medium_airport,New Plymouth Airport,New Plymouth,NZ,NZ-TKI,NPL,97,-39.0086,174.1790
NZNR,medium_airport,Hawke's Bay Airport,Napier,NZ,NZ-HKB,NPE,6,-39.4658,176.8700
NZNS,medium_airport,Nelson Airport,Nelson,NZ,NZ-NSN,NSN,17,-41.2983,173.2210
NZNV,medium_airport,Invercargill Airport,Invercargill,NZ,NZ-STL,IVC,5,-46.4124,168.3130
NZOA,small_airport,Omarama Glider Airport,,NZ,NZ-CAN,,1381,-44.4867,169.9860
NZOB,heliport,Ocean Beach Heliport,Ocean Beach,NZ,NZ-STL,,20,-46.5897,168.3060
NZOF,small_airport,Omaha Flats Airport,,NZ,NZ-AUK,,15,-36.3468,174.7589
NZOG,heliport,Makarora Heliport,Makarora,NZ,NZ-OTA,,990,-44.2332,169.2301
NZOH,medium_airport,RNZAF Base Ohakea,,NZ,NZ-MWT,OHA,164,-40.2060,175.3880
NZOI,small_airport,Motiti Island Airport,Motiti Island,NZ,NZ-BOP,,135,-37.6330,176.4170
NZOM,small_airport,Omaka Blenheim Airport,Blenheim,NZ,NZ-MBH,,102,-41.5400,173.9220
NZOP,small_airport,Opotiki Airport,,NZ,NZ-BOP,,30,-38.0225,177.3070
NZOR,heliport,Oamaru Hospital Heliport,Oamaru,NZ,NZ-OTA,,13,-45.0993,170.9675
NZOT,small_airport,Otaki Airport,Otaki,NZ,NZ-WGN,,114,-40.7856,175.1513
NZOU,medium_airport,Oamaru Airport,,NZ,NZ-OTA,OAM,99,-44.9700,171.0820
NZOX,small_airport,Okiwi Station Airport,,NZ,NZ-AUK,,10,-36.1464,175.4190
NZPA,small_airport,Paihia Private Airport,,NZ,NZ-NTL,,20,-35.2822,174.0910
NZPH,small_airport,Pudding Hill Aerodrome,,NZ,NZ-CAN,,1558,-43.5942,171.5310
NZPI,small_airport,Parakai Aerodrome,,NZ,NZ-AUK,,49,-36.6519,174.4360
NZPM,medium_airport,Palmerston North Airport,Palmerston North,NZ,NZ-MWT,PMR,151,-40.3206,175.6170
NZPN,small_airport,Picton Aerodrome,Koromiko,NZ,NZ-MBH,PCN,161,-41.3461,173.9560
NZPO,small_airport,Pōrangahau Aerodrome,Pōrangahau,NZ,NZ-HKB,,200,-40.2793,176.6502
NZPP,medium_airport,Paraparaumu Airport,,NZ,NZ-WGN,PPQ,22,-40.9047,174.9890
NZPW,small_airport,Papawai Airfield,Papawai,NZ,NZ-WGN,,128,-41.1040,175.5003
NZQN,medium_airport,Queenstown International Airport,Queenstown,NZ,NZ-OTA,ZQN,1171,-45.0211,168.7390
NZQW,heliport,Queens Wharf Heliport,Wellington,NZ,NZ-WGN,,10,-41.2858,174.7800
NZRA,small_airport,Raglan Aerodrome,Raglan,NZ,NZ-WKO,RAG,10,-37.8047,174.8600
NZRC,small_airport,Ryan's Creek Aerodrome,Oban,NZ,NZ-STL,SZS,62,-46.8997,168.1010
NZRI,small_airport,Rangitata Island Airport,Rangitata Island,NZ,NZ-CAN,,288,-44.0850,171.4160
NZRK,small_airport,Rangitaiki Airfield,,NZ,NZ-BOP,,2323,-38.8864,176.3640
NZRL,seaplane_base,Rotorua Lakes Water Aerodrome,Lake Rotorua,NZ,NZ-BOP,,,-38.0833,176.2670
NZRO,medium_airport,Rotorua Regional Airport,Rotorua,NZ,NZ-BOP,ROT,935,-38.1092,176.3170
NZRR,small_airport,Ruatoria Airfield,,NZ,NZ-GIS,,250,-37.8830,178.2897
NZRT,small_airport,Rangiora Airfield,Rangiora,NZ,NZ-CAN,,180,-43.2900,172.5420
NZRU,small_airport,Waiouru Airport,,NZ,NZ-MWT,,2686,-39.4464,175.6580
NZRW,small_airport,Ruawai Aerodrome,,NZ,NZ-NTL,,62,-36.0972,173.9770
NZRX,small_airport,Roxburgh Aerodrome,,NZ,NZ-OTA,,463,-45.5117,169.3170
NZSD,small_airport,Stratford Airport,Stratford,NZ,NZ-TKI,,951,-39.3189,174.3100
NZSL,small_airport,Springhill Airport,,NZ,NZ-AUK,,102,-36.3236,174.5560
NZSO,seaplane_base,Marlborough Sounds Water Aerodrome,Malborough Sounds,NZ,NZ-MBH,,,-41.0089,174.0890
NZSP,medium_airport,Amundsen–Scott south Pole Station Airport,Amundsen-Scott South Pole Station,AQ,AQ-U-A,,9300,-90.0000,0.0000
NZTA,small_airport,Te Aroha Airfield,,NZ,NZ-WKO,,30,-37.4747,175.6180
NZTE,small_airport,Te Kowhai Airfield,Te Kowhai,NZ,NZ-WKO,,49,-37.7442,175.1610
NZTG,medium_airport,Tauranga Airport,Tauranga,NZ,NZ-BOP,TRG,13,-37.6719,176.1960
NZTH,small_airport,Thames Aerodrome,,NZ,NZ-WKO,TMZ,10,-37.1567,175.5500
NZTI,small_airport,Taieri Airport,,NZ,NZ-OTA,,92,-45.8600,170.3580
NZTK,small_airport,Takaka Airport,,NZ,NZ-TAS,KTF,102,-40.8133,172.7750
NZTL,small_airport,Tekapo Aerodrome,,NZ,NZ-CAN,,2496,-44.0053,170.4440
NZTM,small_airport,Taumarunui Airport,,NZ,NZ-MWT,,902,-38.8394,175.2620
NZTN,small_airport,Turangi Airport,,NZ,NZ-WKO,,1220,-38.9683,175.8140
NZTO,small_airport,Tokoroa Airfield,Tokoroa,NZ,NZ-WKO,TKZ,1220,-38.2367,175.8920
NZTQ,heliport,Te Kuiti Hospital Heliport,Te Kuiti,NZ,NZ-WKO,,250,-38.3339,175.1520
NZTS,small_airport,Taharoa Aerodrome,Taharoa,NZ,NZ-WKO,THH,69,-38.1811,174.7080
NZTT,small_airport,Te Kuiti Aerodrome,Te Kuiti,NZ,NZ-WKO,,161,-38.3035,175.1478
NZTU,medium_airport,Timaru Airport,,NZ,NZ-CAN,TIU,89,-44.3028,171.2250
NZUA,heliport,Maui A Heliport,Maui A Platform,NZ,NZ-XY,,157,-39.5583,173.4500
NZUB,heliport,Maui B Heliport,Maui B Platform,NZ,NZ-XY,,114,-39.6500,173.3080
NZUI,heliport,Tui Helipad,Tui Platform,NZ,NZ-XY,,60,-39.4319,173.2330
NZUK,medium_airport,Pukaki Airport,Twitzel,NZ,NZ-CAN,TWZ,1575,-44.2350,170.1180
NZUN,small_airport,Pauanui Aerodrome,Pauanui,NZ,NZ-WKO,,20,-37.0211,175.8636
NZUR,heliport,Murchison Hospital Heliport,Murchison,NZ,NZ-TAS,,573,-41.8065,172.3282
NZVL,small_airport,Mandeville Aerodrome,,NZ,NZ-STL,,351,-45.9903,168.8120
NZVR,small_airport,Taihape Airport,Taihape,NZ,NZ-MWT,,1550,-39.6850,175.7890
NZWB,medium_airport,Woodbourne Airport,Blenheim,NZ,NZ-MBH,BHE,109,-41.5183,173.8700
NZWD,medium_airport,Williams Field Skiway,McMurdo Station,AQ,AQ-U-A,,68,-77.8674,167.0570
NZWE,heliport,Kauaroa Bay Heliport,Poukaraka Flats,NZ,NZ-AUK,,15,-36.8297,175.0660
NZWF,medium_airport,Wanaka Airport,Wanaka,NZ,NZ-OTA,WKA,1142,-44.7230,169.2484
NZWH,heliport,Wellington Hospital Heliport,Wellington,NZ,NZ-WGN,,290,-41.3083,174.7790
NZWJ,small_airport,Wellsford Airport,,NZ,NZ-AUK,,194,-36.2969,174.5230
NZWK,medium_airport,Whakatane Airport,,NZ,NZ-BOP,WHK,20,-37.9206,176.9140
NZWL,small_airport,West Melton Aerodrome,,NZ,NZ-CAN,,312,-43.4767,172.3970
NZWM,small_airport,Waimate Airport,Waimate,NZ,NZ-CAN,,79,-44.7903,171.0901
NZWN,large_airport,Wellington International Airport,Wellington,NZ,NZ-WGN,WLG,41,-41.3272,174.8050
NZWO,medium_airport,Wairoa Airport,Wairoa,NZ,NZ-HKB,WIR,42,-39.0121,177.4044
NZWP,medium_airport,RNZAF Base Auckland-Whenuapai,,NZ,NZ-AUK,,100,-36.7878,174.6300
NZWQ,small_airport,Waitiki Aerodrome,Te Kao,NZ,NZ-NTL,,190,-34.5278,172.8381
NZWR,medium_airport,Whangarei Airport,Whangarei,NZ,NZ-NTL,WRE,133,-35.7693,174.3637
NZWS,medium_airport,Westport Airport,Westport,NZ,NZ-WTC,WSZ,13,-41.7371,171.5790
NZWT,small_airport,Whitianga Airport,Whitianga,NZ,NZ-WKO,WTZ,10,-36.8287,175.6828
NZWU,medium_airport,Wanganui Airport,Wanganui,NZ,NZ-MWT,WAG,27,-39.9622,175.0250
NZWV,small_airport,Waihi Beach Airport,,NZ,NZ-BOP,,3,-37.4300,175.9520
NZYP,small_airport,Waipukurau Airport,,NZ,NZ-HKB,,430,-39.9967,176.5370
OABN,small_airport,Bamyan Airport,Bamyan,AF,AF-BAM,BIN,8367,34.8089,67.8166
OABT,small_airport,Bost Airport,Lashkar Gah,AF,AF-HEL,BST,2464,31.5597,64.3650
OACC,small_airport,Chaghcharan Airport,Chaghcharan,AF,AF-GHO,CCN,7383,34.5265,65.2710
OADS,small_airport,Sardeh Band Airport,Sardeh Band,AF,AF-GHA,SBF,6971,33.3207,68.6365
OADY,small_airport,Dwyer Airport,Reg,AF,AF-HEL,DWR,2380,31.0913,64.0661
OADZ,small_airport,Darwaz Airport,Darwaz,AF,AF-BDS,DAZ,5250,38.4618,70.8816
OAEM,small_airport,Ishkashim Airport,Ishkashim,AF,AF-BDS,,8420,36.7127,71.6126
OAFR,small_airport,Farah Airport,Farah,AF,AF-FRA,FAH,3083,32.3667,62.1653
OAFZ,small_airport,Fayzabad Airport,Fayzabad,AF,AF-BDS,FBD,3872,37.1221,70.5201
OAGN,small_airport,Ghazni Airport,Ghazni,AF,AF-GHA,GZI,,33.4879,68.5252
OAGZ,small_airport,Gardez Airport,Gardez,AF,AF-PIA,GRG,7790,33.6274,69.2370
OAHN,small_airport,Khwahan Airport,Khwahan,AF,AF-BDS,KWH,3593,37.8900,70.2038
OAHR,medium_airport,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF,AF-HER,HEA,3206,34.2100,62.2283
OAIX,medium_airport,Bagram Airfield,Bagram,AF,AF-PAR,OAI,4895,34.9461,69.2650
